id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,2150,1217,6023,3245,2323,100.00,100.00,100.00,100.00,1.767,0.357,0.663,0.926
values_30,3714,2006,10044,5405,3651,100.00,100.00,100.00,100.00,1.851,0.370,0.687,1.017
values_96,212,128,474,338,309,100.00,100.00,91.67,100.00,1.656,0.447,0.627,0.686
values_15,13222,7197,37423,18942,12131,100.00,100.00,100.00,100.00,1.837,0.353,0.698,1.090
values_16,13198,7111,36825,18783,11942,100.00,100.00,100.00,100.00,1.856,0.358,0.703,1.105
values_94,209,131,496,342,315,100.00,100.00,91.67,100.00,1.595,0.421,0.611,0.663
values_90,209,131,496,342,315,100.00,100.00,91.67,100.00,1.595,0.421,0.611,0.663
values_52,2152,1182,5764,3184,2238,100.00,100.00,100.00,100.00,1.821,0.373,0.676,0.962
values_78,14106,7671,40064,20209,12959,100.00,100.00,100.00,100.00,1.839,0.352,0.698,1.089
values_20,1179,717,3417,1928,1433,100.00,100.00,100.00,100.00,1.644,0.345,0.612,0.823
values_53,2136,1167,5638,3142,2196,100.00,100.00,100.00,100.00,1.830,0.379,0.680,0.973
values_43,1701,1029,4993,2738,1969,100.00,100.00,100.00,100.00,1.653,0.341,0.621,0.864
values_42,1697,1014,4865,2706,1921,100.00,100.00,100.00,100.00,1.674,0.349,0.627,0.883
values_0,209,131,496,342,315,100.00,100.00,91.67,100.00,1.595,0.421,0.611,0.663
values_61,10172,5502,28536,14578,9445,100.00,100.00,100.00,100.00,1.849,0.356,0.698,1.077
values_97,212,128,474,338,309,100.00,100.00,91.67,100.00,1.656,0.447,0.627,0.686
values_14,13267,7211,37596,19010,12207,100.00,100.00,100.00,100.00,1.840,0.353,0.698,1.087
values_87,2213,1215,6085,3298,2364,100.00,100.00,100.00,100.00,1.821,0.364,0.671,0.936
values_50,2156,1176,5727,3179,2225,100.00,100.00,100.00,100.00,1.833,0.376,0.678,0.969
values_83,2169,1193,5899,3226,2296,100.00,100.00,100.00,100.00,1.818,0.368,0.672,0.945
values_67,10137,5449,28074,14447,9274,100.00,100.00,100.00,100.00,1.860,0.361,0.702,1.093
values_86,2081,1190,5743,3135,2211,100.00,100.00,100.00,100.00,1.749,0.362,0.664,0.941
values_23,1154,710,3312,1888,1385,100.00,100.00,100.00,100.00,1.625,0.348,0.611,0.833
values_64,10148,5565,28907,14654,9543,100.00,100.00,100.00,100.00,1.824,0.351,0.693,1.063
values_44,1703,1030,5041,2752,1991,100.00,100.00,100.00,100.00,1.653,0.338,0.619,0.855
values_71,14006,7629,39636,20046,12786,100.00,100.00,100.00,100.00,1.836,0.353,0.699,1.095
values_93,212,128,474,338,309,100.00,100.00,91.67,100.00,1.656,0.447,0.627,0.686
values_88,2189,1199,5922,3244,2300,100.00,100.00,100.00,100.00,1.826,0.370,0.675,0.952
values_26,1190,704,3332,1916,1405,100.00,100.00,100.00,100.00,1.690,0.357,0.621,0.847
values_59,2114,1218,6015,3221,2315,100.00,100.00,100.00,100.00,1.736,0.351,0.656,0.913
values_57,2140,1190,5820,3189,2257,100.00,100.00,100.00,100.00,1.798,0.368,0.671,0.948
values_82,2152,1191,5863,3209,2275,100.00,100.00,100.00,100.00,1.807,0.367,0.671,0.946
values_75,14094,7647,39845,20150,12876,100.00,100.00,100.00,100.00,1.843,0.354,0.699,1.095
values_51,2136,1174,5726,3165,2229,100.00,100.00,100.00,100.00,1.819,0.373,0.675,0.958
values_7,212,128,474,338,309,100.00,100.00,91.67,100.00,1.656,0.447,0.627,0.686
