id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,2096,1782,9103,5218,2882,100.00,100.00,100.00,100.00,1.176,0.230,0.402,0.727
values_30,8202,6267,33130,17693,9723,100.00,100.00,100.00,100.00,1.309,0.248,0.464,0.844
values_96,1145,1047,5295,3088,1770,100.00,100.00,100.00,100.00,1.094,0.216,0.371,0.647
values_15,1584,1396,6995,4032,2256,100.00,100.00,100.00,100.00,1.135,0.226,0.393,0.702
values_16,1568,1386,6893,3979,2225,100.00,100.00,100.00,100.00,1.131,0.227,0.394,0.705
values_94,1136,1008,4981,2985,1667,100.00,100.00,100.00,100.00,1.127,0.228,0.381,0.681
values_90,1140,1040,5190,3040,1730,100.00,100.00,100.00,100.00,1.096,0.220,0.375,0.659
values_52,4474,3734,19583,10616,5905,100.00,100.00,100.00,100.00,1.198,0.228,0.421,0.758
values_78,1144,990,4772,2917,1585,100.00,100.00,100.00,100.00,1.156,0.240,0.392,0.722
values_20,232,278,1270,864,542,100.00,100.00,100.00,100.00,0.835,0.183,0.269,0.428
values_53,4453,3737,19504,10545,5876,100.00,100.00,100.00,100.00,1.192,0.228,0.422,0.758
values_43,3330,2844,14808,8107,4537,100.00,100.00,100.00,100.00,1.171,0.225,0.411,0.734
values_42,3540,3032,15782,8889,5113,100.00,100.00,100.00,100.00,1.168,0.224,0.398,0.692
values_0,5728,4786,25290,13514,7536,100.00,100.00,100.00,100.00,1.197,0.226,0.424,0.760
values_61,1136,1036,5171,3033,1727,100.00,100.00,100.00,100.00,1.097,0.220,0.375,0.658
values_97,1131,987,4738,2890,1580,100.00,100.00,100.00,100.00,1.146,0.239,0.391,0.716
values_14,1573,1421,7265,4116,2358,100.00,100.00,100.00,100.00,1.107,0.217,0.382,0.667
values_87,2100,1824,9376,5288,2966,100.00,100.00,100.00,100.00,1.151,0.224,0.397,0.708
values_50,4470,3646,18935,10434,5691,100.00,100.00,100.00,100.00,1.226,0.236,0.428,0.785
values_83,2096,1780,9015,5175,2845,100.00,100.00,100.00,100.00,1.178,0.233,0.405,0.737
values_67,1149,1027,5155,3056,1722,100.00,100.00,100.00,100.00,1.119,0.223,0.376,0.667
values_86,2079,1833,9339,5228,2950,100.00,100.00,100.00,100.00,1.134,0.223,0.398,0.705
values_23,228,270,1186,830,514,100.00,100.00,100.00,100.00,0.844,0.192,0.275,0.444
values_64,1134,1010,4921,2947,1641,100.00,100.00,100.00,100.00,1.123,0.230,0.385,0.691
values_44,3336,2836,14703,8073,4495,100.00,100.00,100.00,100.00,1.176,0.227,0.413,0.742
values_71,1277,1174,5913,3571,2131,100.00,100.00,100.00,100.00,1.088,0.216,0.358,0.599
values_93,1129,995,4797,2904,1600,100.00,100.00,100.00,100.00,1.135,0.235,0.389,0.706
values_88,2086,1808,9183,5200,2902,100.00,100.00,100.00,100.00,1.154,0.227,0.401,0.719
values_26,229,271,1193,833,515,100.00,100.00,100.00,100.00,0.845,0.192,0.275,0.445
values_59,4484,3762,19752,10664,5951,100.00,100.00,100.00,100.00,1.192,0.227,0.420,0.753
values_57,4725,3954,20645,11467,6508,100.00,100.00,100.00,100.00,1.195,0.229,0.412,0.726
values_82,2098,1794,9147,5221,2889,100.00,100.00,100.00,100.00,1.169,0.229,0.402,0.726
values_75,1126,1012,4956,2953,1657,100.00,100.00,100.00,100.00,1.113,0.227,0.381,0.680
values_51,4486,3650,18902,10427,5662,100.00,100.00,100.00,100.00,1.229,0.237,0.430,0.792
values_7,5740,4756,24917,13386,7390,100.00,100.00,100.00,100.00,1.207,0.230,0.429,0.777
values_92,1138,1032,5177,3046,1732,100.00,100.00,100.00,100.00,1.103,0.220,0.374,0.657
values_56,4462,3714,19337,10510,5815,100.00,100.00,100.00,100.00,1.201,0.231,0.425,0.767
values_47,3322,2840,14783,8092,4538,100.00,100.00,100.00,100.00,1.170,0.225,0.411,0.732
values_95,1138,1022,5027,2985,1677,100.00,100.00,100.00,100.00,1.114,0.226,0.381,0.679
values_98,1139,1033,5175,3044,1732,100.00,100.00,100.00,100.00,1.103,0.220,0.374,0.658
values_8,5732,4750,24933,13397,7405,100.00,100.00,100.00,100.00,1.207,0.230,0.428,0.774
values_18,1587,1413,7179,4101,2321,100.00,100.00,100.00,100.00,1.123,0.221,0.387,0.684
values_28,228,270,1186,830,514,100.00,100.00,100.00,100.00,0.844,0.192,0.275,0.444
values_81,2087,1815,9266,5232,2932,100.00,100.00,100.00,100.00,1.150,0.225,0.399,0.712
values_17,1561,1389,6960,4001,2257,100.00,100.00,100.00,100.00,1.124,0.224,0.390,0.692
values_38,8178,6333,33512,17755,9849,100.00,100.00,100.00,100.00,1.291,0.244,0.461,0.830
values_41,3343,2827,14739,8117,4515,100.00,100.00,100.00,100.00,1.183,0.227,0.412,0.740
values_73,1140,1010,4989,2990,1666,100.00,100.00,100.00,100.00,1.129,0.229,0.381,0.684
values_66,1146,1044,5271,3082,1762,100.00,100.00,100.00,100.00,1.098,0.217,0.372,0.650
values_58,4458,3732,19423,10517,5842,100.00,100.00,100.00,100.00,1.195,0.230,0.424,0.763
values_70,1149,1041,5216,3062,1736,100.00,100.00,100.00,100.00,1.104,0.220,0.375,0.662
values_46,3346,2842,14826,8138,4542,100.00,100.00,100.00,100.00,1.177,0.226,0.411,0.737
values_11,1592,1398,7145,4117,2315,100.00,100.00,100.00,100.00,1.139,0.223,0.387,0.688
values_33,8187,6242,32682,17479,9553,100.00,100.00,100.00,100.00,1.312,0.251,0.468,0.857
values_72,1133,1015,5033,2996,1686,100.00,100.00,100.00,100.00,1.116,0.225,0.378,0.672
values_6,5740,4708,24667,13344,7320,100.00,100.00,100.00,100.00,1.219,0.233,0.430,0.784
values_10,1578,1368,6823,3987,2205,100.00,100.00,100.00,100.00,1.154,0.231,0.396,0.716
values_27,225,263,1109,799,487,100.00,100.00,100.00,100.00,0.856,0.203,0.282,0.462
values_24,228,268,1175,828,510,100.00,100.00,100.00,100.00,0.851,0.194,0.275,0.447
values_3,5743,4699,24638,13349,7313,100.00,100.00,100.00,100.00,1.222,0.233,0.430,0.785
values_69,1150,1016,5001,2996,1664,100.00,100.00,100.00,100.00,1.132,0.230,0.384,0.691
values_36,8182,6322,33376,17705,9793,100.00,100.00,100.00,100.00,1.294,0.245,0.462,0.835
values_21,224,260,1091,794,482,100.00,100.00,100.00,100.00,0.862,0.205,0.282,0.465
values_5,5702,4720,24718,13306,7350,100.00,100.00,100.00,100.00,1.208,0.231,0.429,0.776
values_49,3320,2858,14915,8126,4580,100.00,100.00,100.00,100.00,1.162,0.223,0.409,0.725
values_1,5729,4777,25147,13456,7482,100.00,100.00,100.00,100.00,1.199,0.228,0.426,0.766
values_2,5741,4785,25216,13491,7499,100.00,100.00,100.00,100.00,1.200,0.228,0.426,0.766
values_13,1574,1386,6961,4022,2250,100.00,100.00,100.00,100.00,1.136,0.226,0.391,0.700
values_32,8191,6222,32724,17546,9584,100.00,100.00,100.00,100.00,1.316,0.250,0.467,0.855
values_39,8159,6361,33707,17795,9909,100.00,100.00,100.00,100.00,1.283,0.242,0.458,0.823
values_4,5731,4795,25378,13547,7567,100.00,100.00,100.00,100.00,1.195,0.226,0.423,0.757
values_65,1143,1013,5001,2994,1668,100.00,100.00,100.00,100.00,1.128,0.229,0.382,0.685
values_85,2101,1755,8797,5112,2768,100.00,100.00,100.00,100.00,1.197,0.239,0.411,0.759
values_62,1131,1001,4876,2937,1627,100.00,100.00,100.00,100.00,1.130,0.232,0.385,0.695
values_91,1143,1021,5054,3007,1685,100.00,100.00,100.00,100.00,1.119,0.226,0.380,0.678
values_25,222,262,1108,797,489,100.00,100.00,100.00,100.00,0.847,0.200,0.279,0.454
values_63,1126,1002,4883,2933,1635,100.00,100.00,100.00,100.00,1.124,0.231,0.384,0.689
values_12,1581,1375,6866,4000,2216,100.00,100.00,100.00,100.00,1.150,0.230,0.395,0.713
values_79,1144,1034,5213,3068,1744,100.00,100.00,100.00,100.00,1.106,0.219,0.373,0.656
values_54,4439,3657,18896,10358,5677,100.00,100.00,100.00,100.00,1.214,0.235,0.429,0.782
values_9,5717,4767,25067,13419,7461,100.00,100.00,100.00,100.00,1.199,0.228,0.426,0.766
values_74,1135,1043,5183,3025,1727,100.00,100.00,100.00,100.00,1.088,0.219,0.375,0.657
values_22,226,276,1234,842,530,100.00,100.00,100.00,100.00,0.819,0.183,0.268,0.426
values_89,2077,1821,9218,5184,2910,100.00,100.00,100.00,100.00,1.141,0.225,0.401,0.714
values_48,3312,2794,14429,7980,4422,100.00,100.00,100.00,100.00,1.185,0.230,0.415,0.749
values_99,1143,1019,5077,3023,1697,100.00,100.00,100.00,100.00,1.122,0.225,0.378,0.674
values_60,1143,1021,5054,3007,1685,100.00,100.00,100.00,100.00,1.119,0.226,0.380,0.678
values_34,8165,6315,33425,17732,9826,100.00,100.00,100.00,100.00,1.293,0.244,0.460,0.831
values_31,8174,6289,33243,17689,9765,100.00,100.00,100.00,100.00,1.300,0.246,0.462,0.837
values_37,8172,6301,33210,17644,9746,100.00,100.00,100.00,100.00,1.297,0.246,0.463,0.838
values_76,1138,1024,5081,3010,1698,100.00,100.00,100.00,100.00,1.111,0.224,0.378,0.670
values_19,1573,1373,6870,3997,2223,100.00,100.00,100.00,100.00,1.146,0.229,0.394,0.708
values_45,3349,2801,14585,8091,4467,100.00,100.00,100.00,100.00,1.196,0.230,0.414,0.750
values_68,1135,1039,5186,3034,1734,100.00,100.00,100.00,100.00,1.092,0.219,0.374,0.655
values_35,8220,6248,32883,17608,9622,100.00,100.00,100.00,100.00,1.316,0.250,0.467,0.854
values_80,2088,1798,9122,5189,2879,100.00,100.00,100.00,100.00,1.161,0.229,0.402,0.725
values_77,1141,1031,5158,3041,1725,100.00,100.00,100.00,100.00,1.107,0.221,0.375,0.661
values_29,228,268,1175,828,510,100.00,100.00,100.00,100.00,0.851,0.194,0.275,0.447
values_55,4472,3678,19116,10472,5741,100.00,100.00,100.00,100.00,1.216,0.234,0.427,0.779
values_40,3319,2813,14544,8013,4453,100.00,100.00,100.00,100.00,1.180,0.228,0.414,0.745
