ID_VAL,DSP,BRAM,Flip_Flop,Area,min_Slack,Max_Freq,Clock_Cycles
values_84,5.0,64.0,1094.0,12712.0,1.1102230246251565e-16,327.3697476544387,74.0
values_30,0.0,32.0,1327.0,13947.0,1.1102230246251565e-16,327.3697476544387,1278.0
values_96,1.0,32.0,1154.0,13805.0,1.1102230246251565e-16,327.3697476544387,5047.0
values_15,5.0,64.0,1094.0,12712.0,1.1102230246251565e-16,327.3697476544387,74.0
values_16,4.0,32.0,1003.0,13652.0,1.1102230246251565e-16,327.3697476544387,3703.0
values_94,1.0,32.0,1046.0,13769.0,1.1102230246251565e-16,327.3697476544387,2901.0
values_90,6.0,32.0,890.0,13541.0,1.1102230246251565e-16,327.3697476544387,1170.0
values_52,0.0,32.0,755.0,13341.0,1.1102230246251565e-16,327.3697476544387,5868.0
values_78,1.0,32.0,1046.0,13769.0,1.1102230246251565e-16,327.3697476544387,2846.0
values_20,0.0,32.0,755.0,13341.0,1.1102230246251565e-16,327.3697476544387,5903.0
values_53,1.0,32.0,1079.0,13776.0,1.1102230246251565e-16,327.3697476544387,2639.0
values_43,1.0,32.0,1079.0,13776.0,1.1102230246251565e-16,327.3697476544387,2659.0
values_42,14.0,64.0,1308.0,12168.833333333334,1.1102230246251565e-16,327.3697476544387,234.0
values_0,1.0,32.0,1079.0,13776.0,1.1102230246251565e-16,327.3697476544387,2629.0
values_61,0.0,64.0,637.0,12277.0,1.1102230246251565e-16,327.3697476544387,71.0
values_97,14.0,64.0,1308.0,12168.833333333334,1.1102230246251565e-16,327.3697476544387,228.0
values_14,0.0,32.0,1252.0,14144.0,1.1102230246251565e-16,327.3697476544387,6506.0
values_87,0.0,64.0,637.0,12277.0,1.1102230246251565e-16,327.3697476544387,106.0
values_50,0.0,32.0,1327.0,13947.0,1.1102230246251565e-16,327.3697476544387,1353.0
values_83,0.0,32.0,1282.0,14116.0,1.1102230246251565e-16,327.3697476544387,6097.0
values_67,8.0,64.0,1384.0,12434.166666666666,1.1102230246251565e-16,327.3697476544387,305.0
values_86,1.0,32.0,1025.0,13801.0,1.1102230246251565e-16,327.3697476544387,3187.0
values_23,0.0,32.0,1368.0,13989.0,1.1102230246251565e-16,327.3697476544387,4667.0
values_64,2.0,64.0,2388.0,13729.0,1.1102230246251565e-16,327.3697476544387,642.0
values_44,4.0,32.0,1003.0,13652.0,1.1102230246251565e-16,327.3697476544387,3713.0
values_71,14.0,64.0,1308.0,12168.833333333334,1.1102230246251565e-16,327.3697476544387,222.0
values_93,0.0,32.0,1252.0,14144.0,1.1102230246251565e-16,327.3697476544387,6516.0
values_88,8.0,64.0,1943.0,13269.166666666666,1.1102230246251565e-16,327.3697476544387,733.0
values_26,6.0,32.0,890.0,13541.0,1.1102230246251565e-16,327.3697476544387,1125.0
values_59,6.0,32.0,972.0,13661.0,1.1102230246251565e-16,327.3697476544387,5831.0
values_57,0.0,32.0,755.0,13341.0,1.1102230246251565e-16,327.3697476544387,5838.0
values_82,4.0,32.0,959.0,13549.0,1.1102230246251565e-16,327.3697476544387,5377.0
values_75,0.0,64.0,1040.0,12035.0,1.1102230246251565e-16,327.3697476544387,317.0
values_51,1.0,32.0,1046.0,13769.0,1.1102230246251565e-16,327.3697476544387,2876.0
values_7,0.0,32.0,1327.0,13947.0,1.1102230246251565e-16,327.3697476544387,1288.0
values_92,0.0,32.0,1327.0,13947.0,1.1102230246251565e-16,327.3697476544387,1333.0
values_56,6.0,32.0,972.0,13661.0,1.1102230246251565e-16,327.3697476544387,5813.0
values_47,4.0,32.0,917.0,13549.0,1.1102230246251565e-16,327.3697476544387,1514.0
values_95,4.0,32.0,917.0,13549.0,1.1102230246251565e-16,327.3697476544387,1524.0
values_98,6.0,32.0,972.0,13661.0,1.1102230246251565e-16,327.3697476544387,5795.0
values_8,0.0,32.0,1282.0,14116.0,1.1102230246251565e-16,327.3697476544387,6082.0
values_18,1.0,32.0,1154.0,13805.0,1.1102230246251565e-16,327.3697476544387,5077.0
values_28,1.0,32.0,1025.0,13801.0,1.1102230246251565e-16,327.3697476544387,3137.0
values_81,0.0,32.0,1368.0,13989.0,1.1102230246251565e-16,327.3697476544387,4632.0
values_17,2.0,64.0,2388.0,13729.0,1.1102230246251565e-16,327.3697476544387,582.0
values_38,4.0,32.0,917.0,13549.0,1.1102230246251565e-16,327.3697476544387,1549.0
values_41,0.0,32.0,1368.0,13989.0,1.1102230246251565e-16,327.3697476544387,4622.0
