ID_VAL,DSP,BRAM,Flip_Flop,Area,min_Slack,Max_Freq,Clock_Cycles
values_84,0.0,32.0,1688.0,15634.0,1.1102230246251565e-16,254.89396359116236,169671.0
values_30,0.0,64.0,5768.0,21531.666666666664,1.1102230246251565e-16,240.47710611681967,18305.0
values_96,0.0,64.0,5768.0,21531.666666666664,1.1102230246251565e-16,240.47710611681967,18305.0
values_15,0.0,64.0,6573.0,22576.433333333334,1.1102230246251565e-16,237.67647444358528,32911.0
values_16,0.0,64.0,7173.0,23752.4,1.1102230246251565e-16,257.2545788006089,53131.0
values_94,0.0,64.0,3781.0,18793.166666666664,1.1102230246251565e-16,257.2545788006089,3867.0
values_90,0.0,64.0,6184.0,22413.166666666664,1.1102230246251565e-16,254.29762917008145,24803.0
values_52,0.0,64.0,6974.0,23231.5,1.1102230246251565e-16,237.67647444358528,42882.0
values_78,0.0,64.0,8090.0,24700.766666666666,1.1102230246251565e-16,240.47710611681967,69491.0
values_20,0.0,64.0,1259.0,16509.0,1.1102230246251565e-16,267.02269692923903,34.0
values_53,0.0,64.0,4429.0,19716.666666666664,1.1102230246251565e-16,240.47710611681967,6267.0
values_43,0.0,64.0,5277.0,21109.0,1.1102230246251565e-16,251.16793031081735,13190.0
values_42,0.0,64.0,6974.0,23231.5,1.1102230246251565e-16,237.67647444358528,42882.0
values_0,0.0,64.0,4429.0,19716.666666666664,1.1102230246251565e-16,240.47710611681967,6267.0
values_61,0.0,64.0,2364.0,17983.0,1.1102230246251565e-16,266.15564761033033,81.0
values_97,0.0,64.0,3555.0,19916.0,1.1102230246251565e-16,266.15564761033033,159.0
values_14,0.0,64.0,6184.0,22413.166666666664,1.1102230246251565e-16,254.29762917008145,24803.0
values_87,0.0,64.0,5277.0,21109.0,1.1102230246251565e-16,251.16793031081735,13190.0
values_50,0.0,64.0,8090.0,24700.766666666666,1.1102230246251565e-16,240.47710611681967,69491.0
values_83,0.0,32.0,1492.0,14999.0,1.1102230246251565e-16,263.76872702306656,167340.0
values_67,0.0,64.0,3505.0,18393.666666666664,1.1102230246251565e-16,237.6764745000754,2525.0
values_86,0.0,64.0,4429.0,19716.666666666664,1.1102230246251565e-16,240.47710611681967,6267.0
values_23,0.0,64.0,6974.0,23231.5,1.1102230246251565e-16,237.67647444358528,42882.0
values_64,0.0,32.0,1688.0,15634.0,1.1102230246251565e-16,254.89396359116236,169671.0
values_44,0.0,64.0,8090.0,24700.766666666666,1.1102230246251565e-16,240.47710611681967,69491.0
values_71,0.0,64.0,5163.0,20585.833333333336,1.1102230246251565e-16,266.15564761033033,322.0
values_93,0.0,64.0,4869.0,20561.333333333336,1.1102230246251565e-16,240.47710611681967,657.0
values_88,0.0,64.0,6184.0,22413.166666666664,1.1102230246251565e-16,254.29762917008145,24803.0
values_26,0.0,64.0,6974.0,23231.5,1.1102230246251565e-16,237.67647444358528,42882.0
values_59,0.0,32.0,1565.0,15473.0,1.1102230246251565e-16,263.76872702306656,110630.0
values_57,0.0,64.0,8090.0,24700.766666666666,1.1102230246251565e-16,240.47710611681967,69491.0
values_82,0.0,32.0,1688.0,15634.0,1.1102230246251565e-16,254.89396359116236,169671.0
values_75,0.0,32.0,1565.0,15473.0,1.1102230246251565e-16,263.76872702306656,110630.0
values_51,0.0,32.0,1492.0,14999.0,1.1102230246251565e-16,263.76872702306656,167340.0
values_7,0.0,64.0,8090.0,24700.766666666666,1.1102230246251565e-16,240.47710611681967,69491.0
values_92,0.0,64.0,5277.0,21109.0,1.1102230246251565e-16,251.16793031081735,13190.0
values_56,0.0,64.0,3781.0,18793.166666666664,1.1102230246251565e-16,257.2545788006089,3867.0
values_47,0.0,64.0,6974.0,23231.5,1.1102230246251565e-16,237.67647444358528,42882.0
values_95,0.0,64.0,3781.0,18793.166666666664,1.1102230246251565e-16,257.2545788006089,3867.0
values_98,0.0,64.0,6974.0,23231.5,1.1102230246251565e-16,237.67647444358528,42882.0
values_8,0.0,64.0,5768.0,21531.666666666664,1.1102230246251565e-16,240.47710611681967,18305.0
values_18,0.0,64.0,5163.0,20585.833333333336,1.1102230246251565e-16,266.15564761033033,322.0
values_28,0.0,64.0,6184.0,22413.166666666664,1.1102230246251565e-16,254.29762917008145,24803.0
values_81,0.0,64.0,7173.0,23752.4,1.1102230246251565e-16,257.2545788006089,53131.0
values_17,0.0,64.0,7173.0,23752.4,1.1102230246251565e-16,257.2545788006089,53131.0
values_38,0.0,64.0,4869.0,20561.333333333336,1.1102230246251565e-16,240.47710611681967,657.0
values_41,0.0,64.0,6573.0,22576.433333333334,1.1102230246251565e-16,237.67647444358528,32911.0
values_73,0.0,64.0,5163.0,20585.833333333336,1.1102230246251565e-16,266.15564761033033,322.0
values_66,0.0,64.0,5163.0,20585.833333333336,1.1102230246251565e-16,266.15564761033033,322.0
values_58,0.0,32.0,1688.0,15634.0,1.1102230246251565e-16,254.89396359116236,169671.0
values_70,0.0,64.0,3505.0,18393.666666666664,1.1102230246251565e-16,237.6764745000754,2525.0
values_46,0.0,64.0,8090.0,24700.766666666666,1.1102230246251565e-16,240.47710611681967,69491.0
values_11,0.0,64.0,5277.0,21109.0,1.1102230246251565e-16,251.16793031081735,13190.0
values_33,0.0,64.0,1259.0,16509.0,1.1102230246251565e-16,267.02269692923903,34.0
values_72,0.0,32.0,1492.0,14999.0,1.1102230246251565e-16,263.76872702306656,167340.0
values_6,0.0,64.0,3555.0,19916.0,1.1102230246251565e-16,266.15564761033033,159.0
values_10,0.0,64.0,5277.0,21109.0,1.1102230246251565e-16,251.16793031081735,13190.0
values_27,0.0,32.0,1688.0,15634.0,1.1102230246251565e-16,254.89396359116236,169671.0
values_24,0.0,64.0,3781.0,18793.166666666664,1.1102230246251565e-16,257.2545788006089,3867.0
