id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,68193,18323,182487,80757,470590,100.00,100.00,87.50,100.00,3.722,0.374,0.844,0.145
values_30,243552,63812,645597,286000,861714,100.00,100.00,100.00,100.00,3.817,0.377,0.852,0.283
values_96,26997,7455,72535,32341,143230,100.00,100.00,87.50,100.00,3.621,0.372,0.835,0.188
values_15,152382,42487,429410,189349,394099,100.00,100.00,100.00,100.00,3.587,0.355,0.805,0.387
values_16,151959,42064,420104,188080,389446,100.00,100.00,100.00,100.00,3.613,0.362,0.808,0.390
values_94,35007,9584,93936,41784,172030,100.00,100.00,87.50,100.00,3.653,0.373,0.838,0.203
values_90,263259,72728,741684,325764,791602,100.00,100.00,87.50,100.00,3.620,0.355,0.808,0.333
values_52,137209,36229,361451,161647,429470,100.00,100.00,100.00,100.00,3.787,0.380,0.849,0.319
values_78,2478,778,6317,3172,29195,100.00,100.00,100.00,100.00,3.185,0.392,0.781,0.085
values_20,82309,21978,218056,97330,534826,100.00,100.00,100.00,100.00,3.745,0.377,0.846,0.154
values_53,263106,72575,738318,325305,789613,100.00,100.00,100.00,100.00,3.625,0.356,0.809,0.333
values_43,26997,7455,72535,32341,143230,100.00,100.00,87.50,100.00,3.621,0.372,0.835,0.188
values_42,6989,2031,18415,8545,25686,100.00,100.00,100.00,100.00,3.441,0.380,0.818,0.272
values_0,137531,36551,368535,162613,433978,100.00,100.00,100.00,100.00,3.763,0.373,0.846,0.317
values_61,2513,813,7087,3277,31820,100.00,100.00,87.50,100.00,3.091,0.355,0.767,0.079
values_97,14776,4134,38701,17772,65895,100.00,100.00,100.00,100.00,3.574,0.382,0.831,0.224
values_14,596741,154841,1592187,697879,2596330,100.00,100.00,100.00,100.00,3.854,0.375,0.855,0.230
values_87,137563,36583,369239,162709,434426,100.00,100.00,87.50,100.00,3.760,0.373,0.845,0.317
values_50,394100,102640,1047533,461592,1553788,100.00,100.00,100.00,100.00,3.840,0.376,0.854,0.254
values_83,263212,72681,740650,325623,790991,100.00,100.00,100.00,100.00,3.621,0.355,0.808,0.333
values_67,596411,154511,1584927,696889,2589730,100.00,100.00,100.00,100.00,3.860,0.376,0.856,0.230
values_86,99130,26392,264617,116938,762885,100.00,100.00,100.00,100.00,3.756,0.375,0.848,0.130
values_23,152016,42121,421358,188251,390073,100.00,100.00,100.00,100.00,3.609,0.361,0.808,0.390
values_64,20284,5639,54024,24355,83245,100.00,100.00,100.00,100.00,3.597,0.375,0.833,0.244
values_44,68186,18316,182333,80736,470408,100.00,100.00,100.00,100.00,3.723,0.374,0.845,0.145
values_71,488544,127064,1303281,571942,2027475,100.00,100.00,100.00,100.00,3.845,0.375,0.854,0.241
values_93,7015,2057,18987,8623,26050,100.00,100.00,100.00,100.00,3.410,0.369,0.814,0.269
values_88,111032,31099,311576,138231,263310,100.00,100.00,100.00,100.00,3.570,0.356,0.803,0.422
values_26,82331,22000,218540,97396,535354,100.00,100.00,100.00,100.00,3.742,0.377,0.845,0.154
values_59,6942,1984,17381,8404,25028,100.00,100.00,100.00,100.00,3.499,0.399,0.826,0.277
