id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,6162,1369,15931,8318,97140,100.00,100.00,100.00,100.00,4.501,0.387,0.741,0.063
values_30,25393,4850,60612,30535,16591,100.00,100.00,100.00,100.00,5.236,0.419,0.832,1.531
values_96,12265,2594,31564,16095,8599,100.00,100.00,100.00,100.00,4.728,0.389,0.762,1.426
values_15,31049,6267,78759,39578,21576,100.00,100.00,100.00,100.00,4.954,0.394,0.785,1.439
values_16,4563,1056,11954,6322,60925,100.00,100.00,100.00,100.00,4.321,0.382,0.722,0.075
values_94,6175,1369,15919,8321,97254,100.00,100.00,100.00,100.00,4.511,0.388,0.742,0.063
values_90,31099,5896,74002,37208,20315,100.00,100.00,100.00,100.00,5.275,0.420,0.836,1.531
values_52,17205,3362,41400,20980,11331,100.00,100.00,100.00,100.00,5.117,0.416,0.820,1.518
values_78,25399,4856,60646,30555,16595,100.00,100.00,100.00,100.00,5.230,0.419,0.831,1.531
values_20,2605,676,7148,3887,25469,100.00,100.00,100.00,100.00,3.854,0.364,0.670,0.102
values_53,29141,5536,69380,34913,18999,100.00,100.00,100.00,100.00,5.264,0.420,0.835,1.534
values_43,14807,3088,37908,19263,10345,100.00,100.00,100.00,100.00,4.795,0.391,0.769,1.431
values_42,152,179,1005,766,553,100.00,100.00,91.67,100.00,0.849,0.151,0.198,0.275
values_0,20593,4218,52438,26491,14341,100.00,100.00,100.00,100.00,4.882,0.393,0.777,1.436
values_61,3199,790,8590,4622,35041,100.00,100.00,100.00,100.00,4.049,0.372,0.692,0.091
values_97,29183,5524,69240,34891,18973,100.00,100.00,100.00,100.00,5.283,0.421,0.836,1.538
values_14,11803,2363,28611,14617,7816,100.00,100.00,100.00,100.00,4.995,0.413,0.807,1.510
values_87,152,179,1005,766,553,100.00,100.00,91.67,100.00,0.849,0.151,0.198,0.275
values_50,11833,2360,28550,14618,7803,100.00,100.00,100.00,100.00,5.014,0.414,0.809,1.516
values_83,7975,1727,20511,10603,145302,100.00,100.00,100.00,100.00,4.618,0.389,0.752,0.055
values_67,31063,5903,74099,37217,20334,100.00,100.00,100.00,100.00,5.262,0.419,0.835,1.528
values_86,8973,1937,23155,11889,174539,100.00,100.00,100.00,100.00,4.632,0.388,0.755,0.051
