id,clockCycles,cInstr,cGimple,cReleaseSSA,cOptimized,LineExe,BranchesExe,OnceEe,CallExe,cc4cs,cc4ir,cc4ssa,cc4opt
values_84,144053,130764,607306,440232,343382,100.00,100.00,50.00,100.00,1.102,0.237,0.327,0.420
values_30,91425,83935,388676,281454,219467,100.00,100.00,50.00,100.00,1.089,0.235,0.325,0.417
values_96,115,180,610,484,369,100.00,100.00,50.00,100.00,0.639,0.189,0.238,0.312
values_15,177743,160456,746111,541122,422144,100.00,100.00,50.00,100.00,1.108,0.238,0.328,0.421
values_16,1482,1479,6316,4628,3614,100.00,100.00,50.00,100.00,1.002,0.235,0.320,0.410
values_94,115566,105405,488860,354188,276224,100.00,100.00,50.00,100.00,1.096,0.236,0.326,0.418
values_90,91425,83935,388676,281454,219467,100.00,100.00,50.00,100.00,1.089,0.235,0.325,0.417
values_52,144053,130764,607306,440232,343382,100.00,100.00,50.00,100.00,1.102,0.237,0.327,0.420
values_78,115,180,610,484,369,100.00,100.00,50.00,100.00,0.639,0.189,0.238,0.312
values_20,22347,21060,96271,69554,54212,100.00,100.00,50.00,100.00,1.061,0.232,0.321,0.412
values_53,747,781,3206,2382,1859,100.00,100.00,50.00,100.00,0.956,0.233,0.314,0.402
values_43,115566,105405,488860,354188,276224,100.00,100.00,50.00,100.00,1.096,0.236,0.326,0.418
values_42,350,384,1471,1122,872,100.00,100.00,50.00,100.00,0.911,0.238,0.312,0.401
values_0,10718,10281,46516,33612,26204,100.00,100.00,50.00,100.00,1.043,0.230,0.319,0.409
values_61,71642,65934,304771,220578,171974,100.00,100.00,50.00,100.00,1.087,0.235,0.325,0.417
values_97,10718,10281,46516,33612,26204,100.00,100.00,50.00,100.00,1.043,0.230,0.319,0.409
values_14,115566,105405,488860,354188,276224,100.00,100.00,50.00,100.00,1.096,0.236,0.326,0.418
values_87,115,180,610,484,369,100.00,100.00,50.00,100.00,0.639,0.189,0.238,0.312
values_50,177743,160456,746111,541122,422144,100.00,100.00,50.00,100.00,1.108,0.238,0.328,0.421
values_83,15697,14944,68006,49128,38294,100.00,100.00,50.00,100.00,1.050,0.231,0.320,0.410
values_67,30791,28905,132610,95838,74699,100.00,100.00,50.00,100.00,1.065,0.232,0.321,0.412
values_86,30791,28905,132610,95838,74699,100.00,100.00,50.00,100.00,1.065,0.232,0.321,0.412
values_23,91425,83935,388676,281454,219467,100.00,100.00,50.00,100.00,1.089,0.235,0.325,0.417
values_64,30791,28905,132610,95838,74699,100.00,100.00,50.00,100.00,1.065,0.232,0.321,0.412
values_44,216627,194949,907486,658478,513779,100.00,100.00,50.00,100.00,1.111,0.239,0.329,0.422
values_71,115566,105405,488860,354188,276224,100.00,100.00,50.00,100.00,1.096,0.236,0.326,0.418
values_93,7017,6819,30616,22142,17267,100.00,100.00,50.00,100.00,1.029,0.229,0.317,0.406
values_88,7017,6819,30616,22142,17267,100.00,100.00,50.00,100.00,1.029,0.229,0.317,0.406
values_26,41669,38779,178436,129012,100562,100.00,100.00,50.00,100.00,1.075,0.234,0.323,0.414
values_59,115,180,610,484,369,100.00,100.00,50.00,100.00,0.639,0.189,0.238,0.312
values_57,55114,51006,235276,170192,132674,100.00,100.00,50.00,100.00,1.081,0.234,0.324,0.415
values_82,747,781,3206,2382,1859,100.00,100.00,50.00,100.00,0.956,0.233,0.314,0.402
values_75,350,384,1471,1122,872,100.00,100.00,50.00,100.00,0.911,0.238,0.312,0.401
values_51,30791,28905,132610,95838,74699,100.00,100.00,50.00,100.00,1.065,0.232,0.321,0.412
values_7,15697,14944,68006,49128,38294,100.00,100.00,50.00,100.00,1.050,0.231,0.320,0.410
values_92,177743,160456,746111,541122,422144,100.00,100.00,50.00,100.00,1.108,0.238,0.328,0.421
values_56,216627,194949,907486,658478,513779,100.00,100.00,50.00,100.00,1.111,0.239,0.329,0.422
values_47,91425,83935,388676,281454,219467,100.00,100.00,50.00,100.00,1.089,0.235,0.325,0.417
values_95,747,781,3206,2382,1859,100.00,100.00,50.00,100.00,0.956,0.233,0.314,0.402
values_98,4462,4330,19235,13938,10874,100.00,100.00,50.00,100.00,1.030,0.232,0.320,0.410
values_8,4462,4330,19235,13938,10874,100.00,100.00,50.00,100.00,1.030,0.232,0.320,0.410
values_18,55114,51006,235276,170192,132674,100.00,100.00,50.00,100.00,1.081,0.234,0.324,0.415
values_28,115,180,610,484,369,100.00,100.00,50.00,100.00,0.639,0.189,0.238,0.312
values_81,4462,4330,19235,13938,10874,100.00,100.00,50.00,100.00,1.030,0.232,0.320,0.410
values_17,7017,6819,30616,22142,17267,100.00,100.00,50.00,100.00,1.029,0.229,0.317,0.406
values_38,216627,194949,907486,658478,513779,100.00,100.00,50.00,100.00,1.111,0.239,0.329,0.422
values_41,115566,105405,488860,354188,276224,100.00,100.00,50.00,100.00,1.096,0.236,0.326,0.418
values_73,2651,2610,11416,8304,6482,100.00,100.00,50.00,100.00,1.016,0.232,0.319,0.409
values_66,22347,21060,96271,69554,54212,100.00,100.00,50.00,100.00,1.061,0.232,0.321,0.412
values_58,15697,14944,68006,49128,38294,100.00,100.00,50.00,100.00,1.050,0.231,0.320,0.410
values_70,55114,51006,235276,170192,132674,100.00,100.00,50.00,100.00,1.081,0.234,0.324,0.415
values_46,22347,21060,96271,69554,54212,100.00,100.00,50.00,100.00,1.061,0.232,0.321,0.412
values_11,55114,51006,235276,170192,132674,100.00,100.00,50.00,100.00,1.081,0.234,0.324,0.415
values_33,55114,51006,235276,170192,132674,100.00,100.00,50.00,100.00,1.081,0.234,0.324,0.415
values_72,30791,28905,132610,95838,74699,100.00,100.00,50.00,100.00,1.065,0.232,0.321,0.412
values_6,115,180,610,484,369,100.00,100.00,50.00,100.00,0.639,0.189,0.238,0.312
values_10,115566,105405,488860,354188,276224,100.00,100.00,50.00,100.00,1.096,0.236,0.326,0.418
values_27,4462,4330,19235,13938,10874,100.00,100.00,50.00,100.00,1.030,0.232,0.320,0.410
values_24,2651,2610,11416,8304,6482,100.00,100.00,50.00,100.00,1.016,0.232,0.319,0.409
values_3,55114,51006,235276,170192,132674,100.00,100.00,50.00,100.00,1.081,0.234,0.324,0.415
values_69,71642,65934,304771,220578,171974,100.00,100.00,50.00,100.00,1.087,0.235,0.325,0.417
values_36,71642,65934,304771,220578,171974,100.00,100.00,50.00,100.00,1.087,0.235,0.325,0.417
values_21,2651,2610,11416,8304,6482,100.00,100.00,50.00,100.00,1.016,0.232,0.319,0.409
values_5,15697,14944,68006,49128,38294,100.00,100.00,50.00,100.00,1.050,0.231,0.320,0.410
values_49,144053,130764,607306,440232,343382,100.00,100.00,50.00,100.00,1.102,0.237,0.327,0.420
values_1,41669,38779,178436,129012,100562,100.00,100.00,50.00,100.00,1.075,0.234,0.323,0.414
values_2,41669,38779,178436,129012,100562,100.00,100.00,50.00,100.00,1.075,0.234,0.323,0.414
values_13,144053,130764,607306,440232,343382,100.00,100.00,50.00,100.00,1.102,0.237,0.327,0.420
values_32,350,384,1471,1122,872,100.00,100.00,50.00,100.00,0.911,0.238,0.312,0.401
values_39,7017,6819,30616,22142,17267,100.00,100.00,50.00,100.00,1.029,0.229,0.317,0.406
values_4,41669,38779,178436,129012,100562,100.00,100.00,50.00,100.00,1.075,0.234,0.323,0.414
values_65,55114,51006,235276,170192,132674,100.00,100.00,50.00,100.00,1.081,0.234,0.324,0.415
values_85,15697,14944,68006,49128,38294,100.00,100.00,50.00,100.00,1.050,0.231,0.320,0.410
values_62,144053,130764,607306,440232,343382,100.00,100.00,50.00,100.00,1.102,0.237,0.327,0.420
values_91,115566,105405,488860,354188,276224,100.00,100.00,50.00,100.00,1.096,0.236,0.326,0.418
values_25,1482,1479,6316,4628,3614,100.00,100.00,50.00,100.00,1.002,0.235,0.320,0.410
values_63,91425,83935,388676,281454,219467,100.00,100.00,50.00,100.00,1.089,0.235,0.325,0.417
values_12,1482,1479,6316,4628,3614,100.00,100.00,50.00,100.00,1.002,0.235,0.320,0.410
values_79,144053,130764,607306,440232,343382,100.00,100.00,50.00,100.00,1.102,0.237,0.327,0.420
values_54,41669,38779,178436,129012,100562,100.00,100.00,50.00,100.00,1.075,0.234,0.323,0.414
values_9,55114,51006,235276,170192,132674,100.00,100.00,50.00,100.00,1.081,0.234,0.324,0.415
values_74,747,781,3206,2382,1859,100.00,100.00,50.00,100.00,0.956,0.233,0.314,0.402
values_22,747,781,3206,2382,1859,100.00,100.00,50.00,100.00,0.956,0.233,0.314,0.402
values_89,115,180,610,484,369,100.00,100.00,50.00,100.00,0.639,0.189,0.238,0.312
values_48,4462,4330,19235,13938,10874,100.00,100.00,50.00,100.00,1.030,0.232,0.320,0.410
values_99,71642,65934,304771,220578,171974,100.00,100.00,50.00,100.00,1.087,0.235,0.325,0.417
values_60,747,781,3206,2382,1859,100.00,100.00,50.00,100.00,0.956,0.233,0.314,0.402
values_34,15697,14944,68006,49128,38294,100.00,100.00,50.00,100.00,1.050,0.231,0.320,0.410
values_31,30791,28905,132610,95838,74699,100.00,100.00,50.00,100.00,1.065,0.232,0.321,0.412
values_37,71642,65934,304771,220578,171974,100.00,100.00,50.00,100.00,1.087,0.235,0.325,0.417
values_76,22347,21060,96271,69554,54212,100.00,100.00,50.00,100.00,1.061,0.232,0.321,0.412
