ID_VAL,DSP,BRAM,Flip_Flop,Area,min_Slack,Max_Freq,Clock_Cycles
values_84,0.0,32.0,5080.0,44184.0,1.1102230246251565e-16,285.7183673236136,142302.0
values_30,0.0,32.0,5026.0,44056.0,1.1102230246251565e-16,285.7183673236136,90421.0
values_96,0.0,64.0,4806.0,45604.0,1.1102230246251565e-16,1399.482187672009,109.0
values_15,0.0,32.0,5227.0,44306.0,1.1102230246251565e-16,285.7183673236136,176332.0
values_16,0.0,32.0,4785.0,44075.0,1.1102230246251565e-16,285.7183673236136,1515.0
values_94,0.0,32.0,5081.0,44189.0,1.1102230246251565e-16,285.7183673236136,114151.0
values_90,0.0,32.0,5026.0,44056.0,1.1102230246251565e-16,285.7183673236136,90421.0
values_52,0.0,32.0,5080.0,44184.0,1.1102230246251565e-16,285.7183673236136,142302.0
values_78,0.0,64.0,4806.0,45604.0,1.1102230246251565e-16,1399.482187672009,109.0
values_20,0.0,32.0,5126.0,44189.0,1.1102230246251565e-16,285.7183673236136,19239.0
values_53,0.0,64.0,4705.0,43872.0,1.1102230246251565e-16,285.7183673236136,790.0
values_43,0.0,32.0,5081.0,44189.0,1.1102230246251565e-16,285.7183673236136,114151.0
values_42,0.0,64.0,5118.0,46481.0,1.1102230246251565e-16,285.7183673236136,344.0
values_0,0.0,32.0,4916.0,44110.0,1.1102230246251565e-16,285.7183673236136,10659.0
values_61,0.0,32.0,5031.0,44098.0,1.1102230246251565e-16,285.7183673236136,70875.0
values_97,0.0,32.0,4916.0,44110.0,1.1102230246251565e-16,285.7183673236136,10659.0
values_14,0.0,32.0,5081.0,44189.0,1.1102230246251565e-16,285.7183673236136,114151.0
values_87,0.0,64.0,4806.0,45604.0,1.1102230246251565e-16,1399.482187672009,109.0
values_50,0.0,32.0,5227.0,44306.0,1.1102230246251565e-16,285.7183673236136,176332.0
values_83,0.0,32.0,4915.0,44113.0,1.1102230246251565e-16,285.7183673236136,15570.0
values_67,0.0,32.0,4965.0,44104.0,1.1102230246251565e-16,285.7183673236136,30456.0
values_86,0.0,32.0,4965.0,44104.0,1.1102230246251565e-16,285.7183673236136,30456.0
values_23,0.0,32.0,5026.0,44056.0,1.1102230246251565e-16,285.7183673236136,90421.0
values_64,0.0,32.0,4965.0,44104.0,1.1102230246251565e-16,285.7183673236136,30456.0
values_44,0.0,32.0,5079.0,44179.0,1.1102230246251565e-16,285.7183673236136,214060.0
values_71,0.0,32.0,5081.0,44189.0,1.1102230246251565e-16,285.7183673236136,114151.0
values_93,0.0,32.0,4859.0,43981.0,1.1102230246251565e-16,285.7183673236136,7033.0
values_88,0.0,32.0,4859.0,43981.0,1.1102230246251565e-16,285.7183673236136,7033.0
values_26,0.0,32.0,5158.0,44229.0,1.1102230246251565e-16,285.7183673236136,35289.0
values_59,0.0,64.0,4806.0,45604.0,1.1102230246251565e-16,1399.482187672009,109.0
values_57,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_82,0.0,64.0,4705.0,43872.0,1.1102230246251565e-16,285.7183673236136,790.0
values_75,0.0,64.0,5118.0,46481.0,1.1102230246251565e-16,285.7183673236136,344.0
values_51,0.0,32.0,4965.0,44104.0,1.1102230246251565e-16,285.7183673236136,30456.0
values_7,0.0,32.0,4915.0,44113.0,1.1102230246251565e-16,285.7183673236136,15570.0
values_92,0.0,32.0,5227.0,44306.0,1.1102230246251565e-16,285.7183673236136,176332.0
values_56,0.0,32.0,5079.0,44179.0,1.1102230246251565e-16,285.7183673236136,214060.0
values_47,0.0,32.0,5026.0,44056.0,1.1102230246251565e-16,285.7183673236136,90421.0
values_95,0.0,64.0,4705.0,43872.0,1.1102230246251565e-16,285.7183673236136,790.0
values_98,0.0,32.0,4873.0,44071.0,1.1102230246251565e-16,285.7183673236136,4503.0
values_8,0.0,32.0,4873.0,44071.0,1.1102230246251565e-16,285.7183673236136,4503.0
values_18,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_28,0.0,64.0,4806.0,45604.0,1.1102230246251565e-16,1399.482187672009,109.0
values_81,0.0,32.0,4873.0,44071.0,1.1102230246251565e-16,285.7183673236136,4503.0
values_17,0.0,32.0,4859.0,43981.0,1.1102230246251565e-16,285.7183673236136,7033.0
values_38,0.0,32.0,5079.0,44179.0,1.1102230246251565e-16,285.7183673236136,214060.0
values_41,0.0,32.0,5081.0,44189.0,1.1102230246251565e-16,285.7183673236136,114151.0
values_73,0.0,32.0,4833.0,44090.0,1.1102230246251565e-16,285.7183673236136,2688.0
values_66,0.0,32.0,5126.0,44189.0,1.1102230246251565e-16,285.7183673236136,19239.0
values_58,0.0,32.0,4915.0,44113.0,1.1102230246251565e-16,285.7183673236136,15570.0
values_70,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_46,0.0,32.0,5126.0,44189.0,1.1102230246251565e-16,285.7183673236136,19239.0
values_11,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_33,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_72,0.0,32.0,4965.0,44104.0,1.1102230246251565e-16,285.7183673236136,30456.0
values_6,0.0,64.0,4806.0,45604.0,1.1102230246251565e-16,1399.482187672009,109.0
values_10,0.0,32.0,5081.0,44189.0,1.1102230246251565e-16,285.7183673236136,114151.0
values_27,0.0,32.0,4873.0,44071.0,1.1102230246251565e-16,285.7183673236136,4503.0
values_24,0.0,32.0,4833.0,44090.0,1.1102230246251565e-16,285.7183673236136,2688.0
values_3,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_69,0.0,32.0,5031.0,44098.0,1.1102230246251565e-16,285.7183673236136,70875.0
values_36,0.0,32.0,5031.0,44098.0,1.1102230246251565e-16,285.7183673236136,70875.0
values_21,0.0,32.0,4833.0,44090.0,1.1102230246251565e-16,285.7183673236136,2688.0
values_5,0.0,32.0,4915.0,44113.0,1.1102230246251565e-16,285.7183673236136,15570.0
values_49,0.0,32.0,5080.0,44184.0,1.1102230246251565e-16,285.7183673236136,142302.0
values_1,0.0,32.0,5158.0,44229.0,1.1102230246251565e-16,285.7183673236136,35289.0
values_2,0.0,32.0,5158.0,44229.0,1.1102230246251565e-16,285.7183673236136,35289.0
values_13,0.0,32.0,5080.0,44184.0,1.1102230246251565e-16,285.7183673236136,142302.0
values_32,0.0,64.0,5118.0,46481.0,1.1102230246251565e-16,285.7183673236136,344.0
values_39,0.0,32.0,4859.0,43981.0,1.1102230246251565e-16,285.7183673236136,7033.0
values_4,0.0,32.0,5158.0,44229.0,1.1102230246251565e-16,285.7183673236136,35289.0
values_65,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_85,0.0,32.0,4915.0,44113.0,1.1102230246251565e-16,285.7183673236136,15570.0
values_62,0.0,32.0,5080.0,44184.0,1.1102230246251565e-16,285.7183673236136,142302.0
values_91,0.0,32.0,5081.0,44189.0,1.1102230246251565e-16,285.7183673236136,114151.0
values_25,0.0,32.0,4785.0,44075.0,1.1102230246251565e-16,285.7183673236136,1515.0
values_63,0.0,32.0,5026.0,44056.0,1.1102230246251565e-16,285.7183673236136,90421.0
values_12,0.0,32.0,4785.0,44075.0,1.1102230246251565e-16,285.7183673236136,1515.0
values_79,0.0,32.0,5080.0,44184.0,1.1102230246251565e-16,285.7183673236136,142302.0
values_54,0.0,32.0,5158.0,44229.0,1.1102230246251565e-16,285.7183673236136,35289.0
values_9,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_74,0.0,64.0,4705.0,43872.0,1.1102230246251565e-16,285.7183673236136,790.0
values_22,0.0,64.0,4705.0,43872.0,1.1102230246251565e-16,285.7183673236136,790.0
values_89,0.0,64.0,4806.0,45604.0,1.1102230246251565e-16,1399.482187672009,109.0
values_48,0.0,32.0,4873.0,44071.0,1.1102230246251565e-16,285.7183673236136,4503.0
values_99,0.0,32.0,5031.0,44098.0,1.1102230246251565e-16,285.7183673236136,70875.0
values_60,0.0,64.0,4705.0,43872.0,1.1102230246251565e-16,285.7183673236136,790.0
values_34,0.0,32.0,4915.0,44113.0,1.1102230246251565e-16,285.7183673236136,15570.0
values_31,0.0,32.0,4965.0,44104.0,1.1102230246251565e-16,285.7183673236136,30456.0
values_37,0.0,32.0,5031.0,44098.0,1.1102230246251565e-16,285.7183673236136,70875.0
values_76,0.0,32.0,5126.0,44189.0,1.1102230246251565e-16,285.7183673236136,19239.0
values_19,0.0,32.0,4915.0,44113.0,1.1102230246251565e-16,285.7183673236136,15570.0
values_45,0.0,32.0,5227.0,44306.0,1.1102230246251565e-16,285.7183673236136,176332.0
values_68,0.0,32.0,5026.0,44056.0,1.1102230246251565e-16,285.7183673236136,90421.0
values_35,0.0,32.0,5081.0,44189.0,1.1102230246251565e-16,285.7183673236136,114151.0
values_80,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_77,0.0,32.0,5080.0,44184.0,1.1102230246251565e-16,285.7183673236136,142302.0
values_29,0.0,32.0,5227.0,44306.0,1.1102230246251565e-16,285.7183673236136,176332.0
values_55,0.0,32.0,5006.0,44093.0,1.1102230246251565e-16,285.7183673236136,54546.0
values_40,0.0,32.0,5081.0,44189.0,1.1102230246251565e-16,285.7183673236136,114151.0
